#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-15T13:47:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee0d9a0ceb	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=gliese&HTTPPRM:&&-ref=VIZ53ee0d9a0ceb&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F7.3)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F7.3)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|RAB1950|DEB1950|Sp|Vmag|B-V|trplx|plx|_RA.icrs|_DE.icrs
012.2415|+44.5791|NN 3058 |00 46 10|+44 18.5|m           | 13.06|     |      |  54.0|00 48 58.0|+44 34 45
012.2455|+16.9412|Gl 34.1 |00 46 21|+16 40.3|F8 V        |  5.07| 0.51|  45.6|  55.0|00 48 58.9|+16 56 28
012.2923| +5.3879|Gl 35   |00 46 31|+05 09.2|DZ7         | 12.38| 0.55| 230.9| 230.9|00 49 10.1|+05 23 16
012.2557|-50.1456|NN 3059 |00 46 43|-50 24.9|M2          | 10.75| 1.43|      |  48.0|00 49 01.4|-50 08 44
012.3610|-23.2128|Gl 36   |00 46 57|-23 29.2|G9 V        |  7.16| 0.78|  62.5|  62.5|00 49 26.6|-23 12 46
012.3918|-61.0239|GJ 1022 |00 47 18|-61 17.7|M6          | 12.16| 1.46|      |  46.0|00 49 34.0|-61 01 26
012.5304|-10.6444|Gl 37   |00 47 37|-10 54.8|F7 IV-V     |  5.17| 0.50|  61.8|  61.8|00 50 07.3|-10 38 40
012.6379|+24.8163|NN 3060 |00 47 52|+24 32.7|m           | 12.70|     |      |  71.0|00 50 33.1|+24 48 59
012.6379|+24.8163|NN 3061 |00 47 52|+24 32.7|m           | 13.30|     |      |  71.0|00 50 33.1|+24 48 59
012.5872|-27.4370|NN 3062 |00 47 54|-27 42.6|A3          |  9.60| 0.89|  40.9|  20.0|00 50 20.9|-27 26 13
012.8730|+58.3019|Gl 38   |00 48 23|+58 01.5|dM2         | 10.67| 1.39|  53.5|  53.5|00 51 29.5|+58 18 07
012.8406|+18.7397|Gl 39   |00 48 43|+18 28.3|dK6         |  9.24| 1.21|  46.1|  48.0|00 51 21.7|+18 44 23
012.8428|-27.3867|GJ 2015 |00 48 56|-27 39.5|K0          | 10.41| 1.08|  64.9|  21.0|00 51 22.3|-27 23 12
012.8910|-22.9122|Gl 40   |00 49 04|-23 10.8|K5 V        |  8.96| 1.29|  69.2|  69.2|00 51 33.8|-22 54 44
012.8993|-22.9104|Gl 40   |00 49 06|-23 10.7|m           | 17.30|     |  69.2|  69.2|00 51 35.8|-22 54 37
013.2675|+61.1238|Gl 41   |00 50 04|+60 51.0|F8 V        |  4.82| 0.53|  64.9|  76.0|00 53 04.2|+61 07 26
013.1107|-41.2459|NN 3063 |00 50 06|-41 31.0|M3          | 11.92| 1.49|      |  42.0|00 52 26.6|-41 14 45
013.2556|-30.3564|Gl 42   |00 50 34|-30 37.7|K3 V        |  7.17| 0.93|  89.0|  69.0|00 53 01.4|-30 21 23
013.5725|+69.0472|GJ 1023 |00 51 05|+68 46.6|G0          |  9.70| 0.55|  53.3|  53.3|00 54 17.4|+69 02 50
013.5812|+69.0472|GJ 1023 |00 51 07|+68 46.6|            | 10.40| 0.64|  53.3|  53.3|00 54 19.5|+69 02 50
013.7458|+24.1000|Gl 42.1 |00 52 19|+23 49.9|G5          |  7.38| 0.65|  49.4|  32.0|00 54 59.0|+24 06 00
013.8558|-51.8328|Gl 43   |00 53 10|-52 06.5|m           | 12.36| 1.51|  61.6|  61.6|00 55 25.4|-51 49 58
013.9592|-11.4584|NN 3064 |00 53 20|-11 44.1|DA7         | 15.25| 0.35|      |  43.0|00 55 50.2|-11 27 30
013.9554|-29.6751|NN 3065 |00 53 23|-29 56.9|K5 V        |  9.48| 1.18|  20.8|  40.0|00 55 49.3|-29 40 30
014.2660|+69.0437|NN 3066 |00 53 42|+68 46.6|K4 V        |  9.10| 1.03|  43.4|  37.0|00 57 03.8|+69 02 37
014.0818|-28.1395|NN 3067 |00 53 54|-28 24.5|            | 10.96| 0.96|  43.9|  43.9|00 56 19.6|-28 08 22
014.1628|+17.4595|GJ 1024 |00 53 58|+17 11.6|m           | 13.71| 1.64|  57.4|  57.4|00 56 39.1|+17 27 34
014.3346| -1.8156|Gl 44   |00 54 48|-02 05.0|K1          |  9.46| 0.86|  70.0|  70.0|00 57 20.3|-01 48 56
014.3339|-62.2448|Gl 45   |00 55 10|-62 31.0|K7 V        |  9.50| 1.30|  59.9|  59.9|00 57 20.1|-62 14 41
014.6158|-27.8559|Gl 46   |00 55 58|-28 07.3|M3.5        | 11.77| 1.57|  71.7|  71.7|00 58 27.8|-27 51 21
014.9645|-25.5912|GJ 2017 |00 57 26|-25 51.6|G0          |  9.87| 0.50|  57.9|  57.9|00 59 51.5|-25 35 28
015.0641|+18.1979|Gl 46.1 |00 57 36|+17 55.8|G5          |  7.33| 1.07|  50.8|  50.8|01 00 15.4|+18 11 52
015.2058|+66.9482|NN 3068 |00 57 38|+66 40.8|m           | 13.28|     |      |  45.0|01 00 49.4|+66 56 53
015.0755|-25.6147|GJ 2018 |00 57 51|-25 53.0|K2          |  9.95| 1.11|  55.9|  27.0|01 00 18.1|-25 36 53
015.1548|-26.6376|GJ 2019 |00 58 12|-26 54.3|K0          | 10.11| 0.76|  49.9|  49.9|01 00 37.2|-26 38 15
015.3347|+61.3664|Gl 47   |00 58 13|+61 06.5|dM2.5e      | 10.83| 1.57|  92.4|  92.4|01 01 20.3|+61 21 59
015.2357| -4.4499|GJ 1025 |00 58 20|-04 43.5|            | 13.32| 1.73|      |  60.0|01 00 56.6|-04 27 00
015.6357|+71.6804|Gl 48   |00 58 48|+71 25.0|dM3.5e      | 10.04| 1.46| 115.5| 115.5|01 02 32.6|+71 40 49
015.9114|+82.1009|Wo 9035 |00 59 04|+81 50.0|dG2         |  8.45| 0.60|  40.2|  40.2|01 03 38.7|+82 06 03
015.4990|+54.1801|NN 3069 |00 59 04|+53 54.8|m           | 15.12| 1.84|      |  66.0|01 01 59.8|+54 10 48
015.4551|-25.8875|GJ 2020 |00 59 24|-26 09.3|F0 V        |  9.75| 0.33|  84.9|  84.9|01 01 49.2|-25 53 15
015.6626|+62.3444|Gl 49   |00 59 27|+62 04.5|K5 V        |  9.56| 1.50| 112.6| 112.6|01 02 39.0|+62 20 40
015.4873| -9.8869|Gl 50   |00 59 27|-10 08.9|K5 V        | 10.50| 1.25|  42.6|  29.0|01 01 57.0|-09 53 13
015.4774|-25.7616|NN 3070 |00 59 29|-26 01.9|            | 11.84| 1.23|  41.9|  41.9|01 01 54.6|-25 45 42
015.6014| +5.0616|NN 3071 |00 59 48|+04 47.4|K0          |  8.20| 1.00|  20.9|  43.0|01 02 24.3|+05 03 42
015.6019|-10.4130|NN 3072 |00 59 54|-10 41.0|K7 V        | 10.04| 1.35|  19.5|  49.0|01 02 24.5|-10 24 47
015.8362|+62.3662|Gl 51   |01 00 08|+62 05.8|M5          | 13.66| 1.68| 110.9| 110.9|01 03 20.7|+62 21 58
015.8073|+31.6836|NN 3073 |01 00 28|+31 24.9|m           | 13.64|     |      |  44.0|01 03 13.7|+31 41 01
015.8105|+20.0988|GJ 1026 |01 00 32|+19 49.8|M1.5        | 11.88|     |  58.5|  58.5|01 03 14.5|+20 05 56
015.8105|+20.0988|GJ 1026 |01 00 32|+19 49.8|M3.5        | 12.40|     |  58.5|  58.5|01 03 14.5|+20 05 56
015.9598| +5.0764|GJ 1027 |01 01 14|+04 48.3|DA6         | 13.96| 0.31|  46.8|  46.8|01 03 50.3|+05 04 35
016.0995|-25.6051|Wo 9036 |01 01 59|-25 52.1|K5 V        |  9.80| 1.19|  40.7|  35.0|01 04 23.9|-25 36 18
016.2216|-18.1247|GJ 1028 |01 02 21|-18 23.9|m           | 14.46| 1.87| 100.0| 100.0|01 04 53.2|-18 07 29
016.1664|-39.4878|Wo 9037 |01 02 22|-39 44.9|G3 IV       |  7.72| 0.60|  42.1|  42.1|01 04 39.9|-39 29 16
016.4080|+28.4918|GJ 1029 |01 02 47|+28 13.6|m           | 14.80| 1.89|  79.6|  79.6|01 05 37.9|+28 29 30
016.7861|+63.9415|Gl 52   |01 03 45|+63 40.2|K7 V        |  8.98| 1.30|  67.2|  67.2|01 07 08.7|+63 56 30
016.6729|+15.2712|GJ 1030 |01 04 03|+15 00.5|k-m         | 11.43| 1.47|  63.4|  63.4|01 06 41.5|+15 16 16
016.6999|-50.9911|Gl 52.1 |01 04 35|-51 15.5|K1 V        |  8.85| 0.94|  47.0|  47.0|01 06 48.0|-50 59 28
016.8070|-32.4289|NN 3074 |01 04 52|-32 41.6|m           | 10.76| 1.38|      |  42.0|01 07 13.7|-32 25 44
017.0695|+54.9196|Gl 53   |01 04 56|+54 40.5|G5 VI       |  5.17| 0.69| 134.5| 134.5|01 08 16.7|+54 55 11
017.0695|+54.9196|Gl 53   |01 04 56|+54 40.5|            | 11.00|     | 134.5| 134.5|01 08 16.7|+54 55 11
016.9508|+34.2087|Gl 52.2 |01 04 56|+33 56.1|M3          | 13.35| 1.59|  44.5|  44.5|01 07 48.2|+34 12 31
016.9090|+22.9550|Gl 53.1 |01 04 56|+22 41.7|K4 V        |  8.41| 1.12|  52.1|  47.0|01 07 38.2|+22 57 18
016.9090|+22.9550|Gl 53.1 |01 04 56|+22 41.7|M3          | 13.60|     |  52.1|  47.0|01 07 38.2|+22 57 18
017.0741|-28.8069|GJ 1031 |01 05 52|-29 04.3|dM5         | 13.42| 1.70|      |  76.0|01 08 17.8|-28 48 25
017.1686|+17.2434|Gl 53.2 |01 06 01|+16 59.1|dK6         | 10.55| 1.27|  45.0|  31.0|01 08 40.5|+17 14 36
017.1457|-10.1821|NN 3075 |01 06 04|-10 26.8|K1.5 III    |  3.45| 1.16|  40.6|  40.6|01 08 35.0|-10 10 56
017.2406|-30.9305|Wo 9043 |01 06 35|-31 11.7|G8/K0 V     |  9.10| 0.79|  39.7|  21.0|01 08 57.7|-30 55 50
017.3028|-24.6902|GJ 1032 |01 06 47|-24 57.4|dM2         | 12.38| 1.53|      |  52.0|01 09 12.7|-24 41 25
017.3272|-24.5079|GJ 2021 |01 06 53|-24 46.3|m           | 14.52|     |      |  65.0|01 09 18.5|-24 30 29
017.4312|+35.6212|Gl 53.3 |01 06 55|+35 21.4|M0 IIIe     |  2.05| 1.57|  48.7|  48.7|01 09 43.5|+35 37 16
017.5956|-67.4443|Gl 54   |01 08 34|-67 43.1|k           |  9.80| 1.54| 120.9| 120.9|01 10 22.9|-67 26 40
017.8578|+15.4387|NN 3076 |01 08 46|+15 10.5|m           | 14.36|     |      | 118.0|01 11 25.9|+15 26 19
017.9817| +4.9180|NN 3077 |01 09 19|+04 39.6|m           | 12.89| 1.62|  64.6|  64.6|01 11 55.6|+04 55 05
017.9900| +4.9013|NN 3078 |01 09 21|+04 38.6|m           | 13.91| 1.70|  64.6|  64.6|01 11 57.6|+04 54 05
018.1169| -1.8573|NN 3079 |01 09 55|-02 07.3|DAwk        | 14.09|     |      |  99.0|01 12 28.1|-01 51 26
018.1276|-16.9996|Gl 54.1 |01 09 59|-17 16.4|dM5  e      | 12.05| 1.84| 267.4| 267.4|01 12 30.6|-16 59 59
018.2766|+41.6543|NN 3080 |01 10 13|+41 23.4|G5          |  7.28| 0.78|      |  47.0|01 13 06.4|+41 39 15
018.3554|-22.9019|GJ 1033 |01 11 00|-23 10.0|            | 14.16| 1.58|      |  62.0|01 13 25.3|-22 54 07
018.5362|-36.9456|NN 3081 |01 11 48|-37 12.9|dM2.5       | 13.85| 1.66|      |  43.0|01 14 08.7|-36 56 44
018.6009| -7.9235|Gl 54.2 |01 11 53|-08 11.5|F5 V        |  5.14| 0.45|  56.8|  56.8|01 14 24.2|-07 55 25
018.5927| -7.9101|Gl 54.2 |01 11 51|-08 10.7|K1 V        |  7.85| 0.78|  56.8|  56.8|01 14 22.2|-07 54 36
018.6056|-41.8949|Wo 9046 |01 12 11|-42 09.5|G0 V        |  8.47| 0.56|  42.0|  42.0|01 14 25.3|-41 53 41
018.6472|-53.9483|NN 3082 |01 12 30|-54 13.0|M3          | 11.09| 1.48|      |  57.0|01 14 35.3|-53 56 54
018.6711|-64.7634|Gl 54.3 |01 12 51|-65 01.4|K0 IV/V     |  9.05| 0.76|  47.5|  47.5|01 14 41.1|-64 45 48
018.7967|-45.5318|Gl 55   |01 12 56|-45 47.9|F8 V        |  4.96| 0.58|  65.9|  82.0|01 15 11.2|-45 31 54
018.7552|-68.8194|Gl 55.1 |01 13 19|-69 05.1|K2 V        |  7.80| 0.98|  28.6|  53.0|01 15 01.3|-68 49 10
018.7552|-68.8194|Gl 55.1 |01 13 19|-69 05.1|            |  8.20|     |  28.6|  53.0|01 15 01.3|-68 49 10
019.1235|+24.3238|GJ 1034 |01 13 40|+24 04.2|m           | 15.04| 1.84|  48.5|  48.5|01 16 29.7|+24 19 26
019.1644|+25.3322|Gl 55.2 |01 13 54|+25 04.2|dK5         | 10.08| 1.36|      |  42.0|01 16 39.5|+25 19 56
018.9443|-68.8764|Gl 55.3 |01 14 05|-69 08.5|F6 IV  J    |  4.99| 0.47|  50.7|  50.7|01 15 46.6|-68 52 35
018.9399|-68.8747|Gl 55.3 |01 14 04|-69 08.4|G5          |  7.20|     |  50.7|  50.7|01 15 45.6|-68 52 29
019.9627|+84.1575|GJ 1035 |01 14 18|+83 53.3|m           | 14.77| 1.79|  73.2|  73.2|01 19 51.1|+84 09 27
019.3141|-35.7159|GJ 1036 |01 14 57|-35 58.6|m           | 11.42| 1.53|      |  63.0|01 17 15.4|-35 42 57
019.3900|-15.5035|Gl 56   |01 15 05|-15 45.6|K3 V        |  9.77| 1.00|  66.3|  26.0|01 17 33.6|-15 30 12
019.4594|+28.6708|NN 3083 |01 15 06|+28 24.7|M0.5        | 11.56|     |      |  40.0|01 17 50.3|+28 40 15
019.4756| +5.4724|NN 3084 |01 15 18|+05 13.1|dM2         | 11.05|     |      |  50.0|01 17 54.1|+05 28 21
019.5000|+16.1722|GJ 1037 |01 15 20|+15 55.1|DQ6         | 13.82| 0.12|  63.8|  63.8|01 18 00.0|+16 10 20
019.5677|-12.8999|Gl 56.1 |01 15 47|-13 09.2|M3          | 11.76| 1.47|  45.1|  45.1|01 18 16.2|-12 54 00
019.4967|-48.1505|Gl 56.2 |01 15 49|-48 24.9|M1          | 11.55| 1.44|  45.6|  30.0|01 17 59.2|-48 09 02
019.6702| -0.8676|Gl 56.3 |01 16 06|-01 07.6|K1 V        |  8.00| 0.82|  52.8|  39.0|01 18 40.8|-00 52 03
019.6659| -0.8744|Gl 56.3 |01 16 05|-01 08.0|M0          | 10.70| 1.41|  52.8|  39.0|01 18 39.8|-00 52 28
020.3803|+80.1521|Gl 56.4 |01 16 43|+79 53.5|dK8         |  9.66| 1.29|  40.9|  56.0|01 21 31.3|+80 09 07
019.8441|-26.4040|NN 3085 |01 17 00|-26 40.0|m           | 13.46|     |      |  41.0|01 19 22.6|-26 24 14
020.0134|+38.9896|NN 3086 |01 17 10|+38 43.5|dM0         | 11.39| 1.31|  43.1|  24.0|01 20 03.2|+38 59 23
020.0176|+38.9929|NN 3087 |01 17 11|+38 43.7|k-m         | 14.35|     |  43.1|  24.0|01 20 04.2|+38 59 35
019.9642|-27.4469|NN 3088 |01 17 28|-27 42.5|m           | 14.20|     |      |  40.0|01 19 51.4|-27 26 49
020.1404|+38.3332|NN 3089 |01 17 42|+38 04.3|dK8         | 10.64| 1.14|  40.3|  24.0|01 20 33.7|+38 20 00
020.4954|+76.7110|Gl 56.5 |01 17 50|+76 27.0|dK0         |  7.11| 0.82|  41.7|  57.0|01 21 58.9|+76 42 40
020.3955|-41.6564|Gl 57   |01 19 16|-41 54.7|dM0.5       | 10.14| 1.40|  63.4|  59.0|01 21 34.9|-41 39 23
020.4404|-46.7146|NN 3090 |01 19 37|-46 58.5|M3          | 11.36| 1.44|      |  46.0|01 21 45.7|-46 42 53
020.5321|-26.8935|NN 3091 |01 19 46|-27 09.1|K2 V        |  8.30|     |      |  46.0|01 22 07.7|-26 53 37
020.5405|-26.9087|NN 3092 |01 19 48|-27 10.0|m           | 14.85|     |      |  46.0|01 22 09.7|-26 54 31
020.6884| +0.5320|NN 3093 |01 20 12|+00 16.7|m           | 13.97| 1.76|  69.2|  69.2|01 22 45.2|+00 31 55
020.6884| +0.5320|NN 3094 |01 20 12|+00 16.7|m           | 15.00|     |  69.2|  69.2|01 22 45.2|+00 31 55
020.7377| +7.4192|NN 3095 |01 20 20|+07 09.3|G5          |  7.33|     |      |  66.0|01 22 57.1|+07 25 09
020.6951|-25.8049|NN 3096 |01 20 24|-26 04.0|m           | 13.05|     |      |  45.0|01 22 46.8|-25 48 17
020.7623|-12.9663|Gl 57.1 |01 20 33|-13 13.6|K0 IV       |  7.85| 0.90|  48.4|  44.0|01 23 03.0|-12 57 59
020.7540|-12.9580|Gl 57.1 |01 20 31|-13 13.1|dK7   J     | 10.38| 1.38|  48.4|  44.0|01 23 01.0|-12 57 29
020.7540|-12.9580|Gl 57.1 |01 20 31|-13 13.1|            | 13.10|     |  48.4|  44.0|01 23 01.0|-12 57 29
021.2233|+18.5008|Wo 9056 |01 22 10|+18 14.6|K2          |  8.49| 0.89|  61.0|  33.0|01 24 53.6|+18 30 03
021.2594|-32.8514|GJ 1038 |01 22 43|-33 06.8|k-m         |  9.80| 1.45|      |  59.0|01 25 02.3|-32 51 05
021.4025| +9.7572|NN 3097 |01 22 58|+09 30.2|dM3.5       | 13.13| 1.68|  31.5|  67.0|01 25 36.6|+09 45 26
021.3533|-26.0139|GJ 1039 |01 23 02|-26 16.0|DC7         | 14.95| 0.40|      |  54.0|01 25 24.8|-26 00 50
022.2721|+21.7223|Gl 58.2 |01 26 20|+21 28.0|K2 V        |  7.73| 0.96|  32.4|  55.0|01 29 05.3|+21 43 20
023.1097|-21.9061|NN 3098 |01 30 05|-22 09.0|M1.5        | 11.21| 1.50|  27.6|  51.0|01 32 26.3|-21 54 22
023.3166|-24.1776|Gl 59   |01 30 53|-24 25.9|G8 V        |  6.97| 0.76|  70.4|  70.4|01 33 16.0|-24 10 39
023.2418|-24.2408|Gl 59   |01 30 35|-24 29.7|m           | 12.77| 1.30|  70.4|  70.4|01 32 58.0|-24 14 27
023.6381|+68.9492|Gl 59.1 |01 30 55|+68 41.5|G6 V        |  6.53| 0.68|  38.2|  53.0|01 34 33.1|+68 56 57
023.3604|-43.9013|NN 3099 |01 31 17|-44 09.5|K0/1 V      |  7.84| 0.83|      |  42.0|01 33 26.5|-43 54 05
023.6124|+34.6792|Wo 9057 |01 31 35|+34 25.4|F8          |  9.56| 0.52|  40.8|  40.8|01 34 27.0|+34 40 45
023.9054|+42.0392|NN 3100 |01 32 39|+41 47.2|dM0         | 10.99| 1.30|  40.6|  40.6|01 35 37.3|+42 02 21
023.7541|-29.9096|Gl 60   |01 32 42|-30 10.0|K3 V        |  7.78| 0.92|  64.3|  58.0|01 35 01.0|-29 54 35
023.7541|-29.9096|Gl 60   |01 32 42|-30 10.0|K4 V        |  8.00|     |  64.3|  58.0|01 35 01.0|-29 54 35
023.7541|-29.9096|Gl 60   |01 32 42|-30 10.0|M2 V        | 10.40|     |  64.3|  58.0|01 35 01.0|-29 54 35
024.0089|-26.7781|NN 3101 |01 33 42|-27 02.0|m           | 13.33|     |      |  51.0|01 36 02.1|-26 46 41
024.1987|+41.4060|Gl 61   |01 33 51|+41 09.4|F8 V        |  4.09| 0.54|  57.4|  57.4|01 36 47.7|+41 24 22
024.2854|-29.3932|Gl 62   |01 34 49|-29 38.8|K0 V        |  8.14| 0.86|  45.5|  36.0|01 37 08.5|-29 23 36
024.5919|+57.2305|Gl 63   |01 35 07|+56 58.9|dM3         | 11.19| 1.39|  90.3|  90.3|01 38 22.1|+57 13 50
024.3321|-49.1889|NN 3102 |01 35 15|-49 26.7|K7          | 10.50|     |  34.1|  47.0|01 37 19.7|-49 11 20
024.4969| -4.9959|Gl 64   |01 35 26|-05 14.7|DA7         | 12.84| 0.35|  81.4|  81.4|01 37 59.2|-04 59 45
024.6389|+44.5903|GJ 1040 |01 35 32|+44 20.1|dK8         | 10.84| 1.20|  78.0|  25.0|01 38 33.3|+44 35 25
024.6237| +0.6508|NN 3103 |01 35 54|+00 23.7|k           | 11.55|     |      |  54.0|01 38 29.7|+00 39 03
024.7558|-17.9504|Gl 65   |01 36 25|-18 12.7|dM5.5e      | 12.57| 1.85| 380.7| 380.7|01 39 01.4|-17 57 02
024.7558|-17.9504|Gl 65   |01 36 25|-18 12.7|dM5.5e      | 12.70|     | 380.7| 380.7|01 39 01.4|-17 57 02
024.8811| +5.0585|NN 3104 |01 36 55|+04 48.2|M5          | 12.83|     |      |  41.0|01 39 31.5|+05 03 30
025.0703|+31.7911|NN 3105 |01 37 24|+31 32.3|m           | 13.91|     |      |  61.0|01 40 16.9|+31 47 28
024.9222|-46.5097|Gl 65.2 |01 37 37|-46 45.7|M0          |  9.86| 1.16|  65.4|  65.4|01 39 41.3|-46 30 35
025.2894|+63.8126|NN 3106 |01 37 39|+63 33.6|B5          | 10.07| 0.47|  76.7|  76.7|01 41 09.5|+63 48 45
025.4056|+66.9104|Wo 9059 |01 37 52|+66 39.7|G5 V        |  7.68| 0.68|  42.9|  31.0|01 41 37.3|+66 54 37
024.9480|-56.1950|Gl 66   |01 37 54|-56 26.9|K2 V        |  5.80| 0.86| 148.9| 148.9|01 39 47.5|-56 11 42
024.9480|-56.1950|Gl 66   |01 37 54|-56 26.9|K3 V        |  5.90| 0.80| 148.9| 148.9|01 39 47.5|-56 11 42
025.4473|+42.6133|Gl 67   |01 38 44|+42 21.8|G1.5 V      |  4.95| 0.62|  73.1|  73.1|01 41 47.4|+42 36 48
024.4835|-82.9751|Gl 67.1 |01 39 09|-83 13.8|G2 V        |  5.88| 0.61|      |  58.0|01 37 56.0|-82 58 30
025.3918|-45.4196|Gl 67.2 |01 39 28|-45 40.3|G5 V        |  9.30| 0.69|  52.9|  52.9|01 41 34.0|-45 25 11
025.6257|+20.2688|Gl 68   |01 39 47|+20 01.6|K1 V        |  5.22| 0.84| 126.5| 126.5|01 42 30.2|+20 16 08
025.9206|+63.8232|Gl 69   |01 40 12|+63 34.8|K5 V        |  8.41| 1.22|  75.1|  75.1|01 43 40.9|+63 49 24
025.6606|-24.6323|NN 3107 |01 40 18|-24 53.0|m           | 12.02|     |      |  41.0|01 42 38.5|-24 37 56
025.8164|+27.8426|NN 3108 |01 40 25|+27 35.5|K7          | 10.40| 1.46|      |  52.0|01 43 15.9|+27 50 33
025.6230|-53.7398|NN 3109 |01 40 34|-53 59.4|F8 V        |  5.52| 0.53|      |  53.0|01 42 29.5|-53 44 23
025.7318|-42.2039|NN 3110 |01 40 45|-42 27.2|M0          | 11.25|     |  32.1|  40.0|01 42 55.6|-42 12 14
025.8352| +4.3225|Gl 70   |01 40 46|+04 04.9|dM2         | 10.93| 1.54| 113.8| 113.8|01 43 20.5|+04 19 21
025.9586|-23.8539|NN 3111 |01 41 29|-24 06.3|m           | 13.28|     |      |  45.0|01 43 50.1|-23 51 14
025.7401|-67.2993|NN 3112 |01 41 36|-67 32.2|DA7         | 13.88| 0.44|      |  79.0|01 42 57.6|-67 17 58
026.0185|-15.9373|Gl 71   |01 41 45|-16 12.0|G8 Vp       |  3.49| 0.72| 286.0| 286.0|01 44 04.4|-15 56 14
026.2409|+16.3447|Gl 73   |01 42 18|+16 06.0|M3          | 14.11| 1.67|  61.2|  61.2|01 44 57.8|+16 20 41
026.6595|+12.4118|Gl 74   |01 43 58|+12 09.8|dK8         |  8.90| 1.05|  38.1|  40.0|01 46 38.3|+12 24 42
026.9355|+63.8523|Gl 75   |01 44 06|+63 36.4|K0 V        |  5.63| 0.81|  97.2|  97.2|01 47 44.5|+63 51 08
026.6522| -8.6497|NN 3113 |01 44 06|-08 53.8|M3          | 12.99| 1.58|      |  57.0|01 46 36.5|-08 38 59
027.0150|+21.2075|NN 3114 |01 45 17|+20 57.7|M3          | 12.16| 1.58|      |  56.0|01 48 03.6|+21 12 27
026.9092|-26.7500|Gl 76   |01 45 20|-26 59.7|K1 V        |  8.98| 0.81|  54.8|  23.0|01 47 38.2|-26 45 00
027.1847|+32.6909|NN 3115 |01 45 52|+32 26.3|F8 V        |  5.79| 0.55|  38.6|  49.0|01 48 44.3|+32 41 27
027.0869|-41.4944|Gl 77   |01 46 12|-41 44.7|G4 V        |  7.14| 0.65|  63.3|  37.0|01 48 20.8|-41 29 40
027.3977|-10.6868|Wo 9061 |01 47 08|-10 56.0|F3 III      |  4.67| 0.33|  44.2|  40.0|01 49 35.4|-10 41 12
027.3477|-10.7033|Wo 9061 |01 46 56|-10 57.0|dG1         |  6.77| 0.62|  44.2|  40.0|01 49 23.4|-10 42 12
027.6194|+18.2948|NN 3116 |01 47 44|+18 02.9|M0          | 10.79| 1.38|      |  39.0|01 50 28.7|+18 17 41
027.9639|+64.4339|NN 3117 |01 48 12|+64 11.4|dM2         | 11.37|     |      |  67.0|01 51 51.3|+64 26 02
027.9638|+64.4306|NN 3118 |01 48 12|+64 11.2|DA6         | 14.50|     |      |  67.0|01 51 51.3|+64 25 50
027.7675| -6.1196|NN 3119 |01 48 32|-06 21.8|m           | 14.60|     |      | 100.0|01 51 04.2|-06 07 10
